unit_id,family_id,variant,category,mode,runtime_key,scope,in_content_release,source_scene_id,scene_direction,overlay_count,asset_mapping_status
OPEN-SATIRIST-B,OPEN-SATIRIST,B,Character departure introductions,Shared,,compatible_narrative,false,open-satirist-b-scene,Satirist gathers five companions around a blank route map outside the San Diego departure van; one ordinary phone is deliberately put away.,0,needs_art_catalog_mapping
OPEN-SATIRIST-C,OPEN-SATIRIST,C,Character departure introductions,Shared,,compatible_narrative,false,open-satirist-c-scene,Satirist and five companions pack a modest breakfast beside a blank naming-ceremony image on a phone at the San Diego departure point.,0,needs_art_catalog_mapping
OPEN-STAFFER-A,OPEN-STAFFER,A,Character departure introductions,Shared,,compatible_narrative,true,open-staffer-a-scene,Staffer holds a small blank van nameplate while five companions load the Sacramento departure vehicle; its actual mechanical state stays unchanged.,0,needs_art_catalog_mapping
OPEN-STAFFER-B,OPEN-STAFFER,B,Character departure introductions,Shared,,compatible_narrative,false,open-staffer-b-scene,"Staffer and five companions carefully fit into the departure van in Sacramento, with every seat occupant visibly real and no extra staff.",0,needs_art_catalog_mapping
OPEN-STAFFER-C,OPEN-STAFFER,C,Character departure introductions,Shared,,compatible_narrative,false,open-staffer-c-scene,Staffer puts an unlettered policy folder beside ordinary food in the Sacramento departure van while five companions finish packing.,0,needs_art_catalog_mapping
OPEN-WHISTLEBLOWER-A,OPEN-WHISTLEBLOWER,A,Character departure introductions,Shared,,compatible_narrative,true,open-whistleblower-a-scene,Whistleblower and five companions inspect the ordinary departure van in San Francisco; the brake pedal is visible through an open door.,0,needs_art_catalog_mapping
OPEN-WHISTLEBLOWER-B,OPEN-WHISTLEBLOWER,B,Character departure introductions,Shared,,compatible_narrative,false,open-whistleblower-b-scene,Whistleblower closes an unlettered case folder in the San Francisco departure van while five companions load luggage.,0,needs_art_catalog_mapping
OPEN-WHISTLEBLOWER-C,OPEN-WHISTLEBLOWER,C,Character departure introductions,Shared,,compatible_narrative,false,open-whistleblower-c-scene,Whistleblower squeezes an unlettered case folder beside ordinary luggage and existing bills as five companions board the van.,0,needs_art_catalog_mapping
ORDER-DEREGULATE-A,ORDER-DEREGULATE,A,Executive-order bulletins,Shared,war_dept_reorg,compatible_narrative,true,order-deregulate-a-scene,Official renaming ceremony on a roadside screen; the van’s hood sits open in the foreground.,2,needs_art_catalog_mapping
ORDER-DEREGULATE-B,ORDER-DEREGULATE,B,Executive-order bulletins,Shared,war_dept_reorg,compatible_narrative,false,order-deregulate-b-scene,A pristine blank sign is delivered beside neglected machinery while a traveler listens to the van.,1,needs_art_catalog_mapping
ORDER-DEREGULATE-C,ORDER-DEREGULATE,C,Executive-order bulletins,Shared,war_dept_reorg,compatible_narrative,false,order-deregulate-c-scene,Travelers glance at their battered van beside a grand military-name unveiling shown on an unlettered display.,1,needs_art_catalog_mapping
ORDER-GAG-A,ORDER-GAG,A,Executive-order bulletins,Shared,book_panic,compatible_narrative,true,order-gag-a-scene,Librarian stands beside a locked book cart and a large blank approved-reading sheet.,1,needs_art_catalog_mapping
ORDER-GAG-B,ORDER-GAG,B,Executive-order bulletins,Shared,book_panic,compatible_narrative,false,order-gag-b-scene,Opaque curtain covers the entrance to a historical exhibit; an adult visitor studies the conspicuous covered space.,1,needs_art_catalog_mapping
ORDER-GAG-C,ORDER-GAG,C,Executive-order bulletins,Shared,book_panic,compatible_narrative,false,order-gag-c-scene,A classroom hallway has two buckets beneath roof leaks while a huge blank policy binder sits dry on a shelf.,1,needs_art_catalog_mapping
ORDER-MILITARIZE-A,ORDER-MILITARIZE,A,Executive-order bulletins,Shared,travel_ban_lite,compatible_narrative,true,order-militarize-a-scene,Van waits behind a new portable barrier while an officer consults a blank checklist.,1,needs_art_catalog_mapping
ORDER-MILITARIZE-B,ORDER-MILITARIZE,B,Executive-order bulletins,Shared,travel_ban_lite,compatible_narrative,false,order-militarize-b-scene,Traveler holds blank documents at a checkpoint; the van waits behind them with luggage visible.,1,needs_art_catalog_mapping
ORDER-MILITARIZE-C,ORDER-MILITARIZE,C,Executive-order bulletins,Shared,travel_ban_lite,compatible_narrative,false,order-militarize-c-scene,An ordinary domestic road is split by a portable inspection booth; a traveler points toward the same landscape on both sides.,1,needs_art_catalog_mapping
ORDER-SHUTDOWN-A,ORDER-SHUTDOWN,A,Executive-order bulletins,Shared,shutdown,compatible_narrative,true,order-shutdown-a-scene,Closed public-service windows below a warmly lit political fundraiser; an ordinary worker waits with a lunch bag.,1,needs_art_catalog_mapping
ORDER-SHUTDOWN-B,ORDER-SHUTDOWN,B,Executive-order bulletins,Shared,shutdown,compatible_narrative,false,order-shutdown-b-scene,"Dark public-service monitors beside one brightly glowing, blank campaign-donation screen.",2,needs_art_catalog_mapping
ORDER-SHUTDOWN-C,ORDER-SHUTDOWN,C,Executive-order bulletins,Shared,shutdown,compatible_narrative,false,order-shutdown-c-scene,An ordinary empty dinner plate sits below oversized negotiation chairs in an illustrative cutaway; no claim of an actual meeting.,1,needs_art_catalog_mapping
ORDER-TARIFFS-A,ORDER-TARIFFS,A,Executive-order bulletins,Shared,tariff_tsunami,compatible_narrative,true,order-tariffs-a-scene,Plain grocery bag sits between an empty wallet and a blank customs invoice.,1,needs_art_catalog_mapping
ORDER-TARIFFS-B,ORDER-TARIFFS,B,Executive-order bulletins,Shared,tariff_tsunami,compatible_narrative,false,order-tariffs-b-scene,Cashier shows a blank receipt long enough to curl around one modest loaf.,1,needs_art_catalog_mapping
ORDER-TARIFFS-C,ORDER-TARIFFS,C,Executive-order bulletins,Shared,tariff_tsunami,compatible_narrative,false,order-tariffs-c-scene,Traveler stretches toward groceries while a tall blank price card visually stands between them.,1,needs_art_catalog_mapping
ORDER-TAXCUTS-A,ORDER-TAXCUTS,A,Executive-order bulletins,Shared,doe_eliminated,compatible_narrative,true,order-taxcuts-a-scene,"Empty education office with a lone illuminated, unlettered exit-sign panel above a tiny lectern.",1,needs_art_catalog_mapping
ORDER-TAXCUTS-B,ORDER-TAXCUTS,B,Executive-order bulletins,Shared,doe_eliminated,compatible_narrative,false,order-taxcuts-b-scene,An office door is closed while a student-facing service counter has a blank fee jar and no staff.,1,needs_art_catalog_mapping
ORDER-TAXCUTS-C,ORDER-TAXCUTS,C,Executive-order bulletins,Shared,doe_eliminated,compatible_narrative,false,order-taxcuts-c-scene,Teacher holds half a pencil before a large empty board; a blank closure notice is pinned beside the door.,1,needs_art_catalog_mapping
PERSONA-JOURNALIST,,,Persona descriptions,Shared,journalist,reference_or_functional,false,persona-journalist-scene,An ordinary road traveler with a notebook and practical shoulder bag; blank press credential optional.,0,needs_art_catalog_mapping
PERSONA-LOBBYIST,,,Persona descriptions,Shared,lobbyist,reference_or_functional,false,persona-lobbyist-scene,"An ordinary traveler with a battered portfolio and a plain contacts notebook; no bodyguard, aide, private car or luxury office.",0,needs_art_catalog_mapping
PERSONA-ORGANIZER,,,Persona descriptions,Shared,organizer,reference_or_functional,false,persona-organizer-scene,An ordinary traveler arranging a small stack of unlettered contact cards beside communal supplies.,0,needs_art_catalog_mapping
PERSONA-SATIRIST,,,Persona descriptions,Shared,satirist,reference_or_functional,false,persona-satirist-scene,An ordinary traveler with a blank notebook and amused expression beside the modest van.,0,needs_art_catalog_mapping
PERSONA-STAFFER,,,Persona descriptions,Shared,staffer,reference_or_functional,false,persona-staffer-scene,"An ordinary traveler with a blank checklist and tangled charger, ready to do practical work.",0,needs_art_catalog_mapping
PERSONA-WHISTLEBLOWER,,,Persona descriptions,Shared,whistleblower,reference_or_functional,false,persona-whistleblower-scene,"An ordinary traveler holding a plain evidence folder close, with backup folders in a practical bag.",0,needs_art_catalog_mapping
PROFILE-01,,,Town profiles,Shared,Albuquerque,reference_or_functional,false,profile-01-scene,"A compact Albuquerque place vignette based on the profile’s sourced attraction: Albuquerque Museum — art and history near Old Town. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-02,,,Town profiles,Shared,Amarillo,reference_or_functional,false,profile-02-scene,"A compact Amarillo place vignette based on the profile’s sourced attraction: Nearby Palo Duro Canyon State Park — red-rock canyon trails. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-03,,,Town profiles,Shared,Austin,reference_or_functional,false,profile-03-scene,"A compact Austin place vignette based on the profile’s sourced attraction: The Congress Avenue Bridge shelters one of North America’s largest urban bat colonies. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-04,,,Town profiles,Shared,Billings,reference_or_functional,false,profile-04-scene,"A compact Billings place vignette based on the profile’s sourced attraction: Moss Mansion — a historic house museum. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-05,,,Town profiles,Shared,Boise,reference_or_functional,false,profile-05-scene,"A compact Boise place vignette based on the profile’s sourced attraction: Idaho State Capitol — the state’s historic seat of government. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-06,,,Town profiles,Shared,Cheyenne,reference_or_functional,false,profile-06-scene,"A compact Cheyenne place vignette based on the profile’s sourced attraction: Cheyenne Depot Museum — railroad history in the restored Union Pacific depot. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-07,,,Town profiles,Shared,Chicago,reference_or_functional,false,profile-07-scene,"A compact Chicago place vignette based on the profile’s sourced attraction: Millennium Park’s Cloud Gate reflects the Chicago skyline in a polished steel sculpture. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-08,,,Town profiles,Shared,Cleveland,reference_or_functional,false,profile-08-scene,"A compact Cleveland place vignette based on the profile’s sourced attraction: The Cuyahoga empties into Lake Erie at Cleveland. Its 1969 fire helped galvanize the national water-pollution response. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-09,,,Town profiles,Shared,Columbia,reference_or_functional,false,profile-09-scene,"A compact Columbia place vignette based on the profile’s sourced attraction: The MKT Trail follows an old railroad bed from downtown Columbia to the Katy Trail near McBaine. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-10,,,Town profiles,Shared,Cumberland,reference_or_functional,false,profile-10-scene,"A compact Cumberland place vignette based on the profile’s sourced attraction: The C&O Canal reached Cumberland in 1850. Today its towpath meets the Great Allegheny Passage here. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-11,,,Town profiles,Shared,D.C.,reference_or_functional,false,profile-11-scene,"A compact D.C. place vignette based on the profile’s sourced attraction: The C&O Canal connected communities along the Potomac with markets in D.C.; it carried coal, lumber and farm products. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-12,,,Town profiles,Shared,Dallas,reference_or_functional,false,profile-12-scene,"A compact Dallas place vignette based on the profile’s sourced attraction: Fair Park preserves a major collection of 1930s Art Deco architecture, with museums and public art. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-13,,,Town profiles,Shared,Denver,reference_or_functional,false,profile-13-scene,"A compact Denver place vignette based on the profile’s sourced attraction: Denver’s mile-high elevation is commemorated on the west steps of the Colorado State Capitol. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-14,,,Town profiles,Shared,Des Moines,reference_or_functional,false,profile-14-scene,"A compact Des Moines place vignette based on the profile’s sourced attraction: The Pappajohn Sculpture Park opened in downtown Des Moines in 2009, on 4.4 acres. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-15,,,Town profiles,Shared,El Paso,reference_or_functional,false,profile-15-scene,"A compact El Paso place vignette based on the profile’s sourced attraction: Chamizal National Memorial — the peaceful settlement of a U.S.–Mexico boundary dispute. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-16,,,Town profiles,Shared,Flagstaff,reference_or_functional,false,profile-16-scene,"A compact Flagstaff place vignette based on the profile’s sourced attraction: Lowell Observatory — the observatory where Pluto was discovered. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-17,,,Town profiles,Shared,Frederick,reference_or_functional,false,profile-17-scene,"A compact Frederick place vignette based on the profile’s sourced attraction: Downtown Frederick is known for its clustered church spires. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-18,,,Town profiles,Shared,Hagerstown,reference_or_functional,false,profile-18-scene,"A compact Hagerstown place vignette based on the profile’s sourced attraction: Jonathan Hager founded the settlement in 1762. His house survives as a city museum. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-19,,,Town profiles,Shared,Iowa City,reference_or_functional,false,profile-19-scene,"A compact Iowa City place vignette based on the profile’s sourced attraction: Iowa City became a UNESCO City of Literature in November 2008, the first such city in the United States. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-20,,,Town profiles,Shared,Joplin,reference_or_functional,false,profile-20-scene,"A compact Joplin place vignette based on the profile’s sourced attraction: Joplin grew as a lead and zinc mining town. Its history museum preserves that mining heritage. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-21,,,Town profiles,Shared,Kansas City,reference_or_functional,false,profile-21-scene,"A compact Kansas City place vignette based on the profile’s sourced attraction: Kansas City’s many public fountains gave it the nickname City of Fountains. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-22,,,Town profiles,Shared,La Crosse,reference_or_functional,false,profile-22-scene,"A compact La Crosse place vignette based on the profile’s sourced attraction: Riverside Park looks over the Mississippi River; its International Friendship Gardens include plants from around the world. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-23,,,Town profiles,Shared,Las Vegas,reference_or_functional,false,profile-23-scene,"A compact Las Vegas place vignette based on the profile’s sourced attraction: The Neon Museum — rescued signs from Las Vegas history. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-24,,,Town profiles,Shared,Los Angeles,reference_or_functional,false,profile-24-scene,"A compact Los Angeles place vignette based on the profile’s sourced attraction: Griffith Observatory — astronomy and views across the city. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-25,,,Town profiles,Shared,Madison,reference_or_functional,false,profile-25-scene,"A compact Madison place vignette based on the profile’s sourced attraction: Downtown Madison occupies an isthmus between Lakes Mendota and Monona. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-26,,,Town profiles,Shared,Minneapolis,reference_or_functional,false,profile-26-scene,"A compact Minneapolis place vignette based on the profile’s sourced attraction: The Stone Arch Bridge opened in 1883 as a railroad bridge and later became a walking and cycling crossing. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-27,,,Town profiles,Shared,Missoula,reference_or_functional,false,profile-27-scene,"A compact Missoula place vignette based on the profile’s sourced attraction: A Carousel for Missoula — a community-built, hand-carved carousel. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-28,,,Town profiles,Shared,North Platte,reference_or_functional,false,profile-28-scene,"A compact North Platte place vignette based on the profile’s sourced attraction: Union Pacific’s Bailey Yard in North Platte is a major rail sorting hub, with 315 miles of track. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-29,,,Town profiles,Shared,Oklahoma City,reference_or_functional,false,profile-29-scene,"A compact Oklahoma City place vignette based on the profile’s sourced attraction: The Bricktown Canal was one of nine projects in the original MAPS initiative approved by voters in 1993. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-30,,,Town profiles,Shared,Omaha,reference_or_functional,false,profile-30-scene,"A compact Omaha place vignette based on the profile’s sourced attraction: The Bob Kerrey Pedestrian Bridge crosses the Missouri River between Nebraska and Iowa. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-31,,,Town profiles,Shared,Phoenix,reference_or_functional,false,profile-31-scene,"A compact Phoenix place vignette based on the profile’s sourced attraction: Heard Museum — American Indian art and culture. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-32,,,Town profiles,Shared,Pittsburgh,reference_or_functional,false,profile-32-scene,"A compact Pittsburgh place vignette based on the profile’s sourced attraction: Pittsburgh’s Three Rivers Water Trail provides access to the Allegheny, Monongahela and Ohio rivers. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-33,,,Town profiles,Shared,Portland,reference_or_functional,false,profile-33-scene,"A compact Portland place vignette based on the profile’s sourced attraction: Washington Park — gardens, museums and wooded trails. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-34,,,Town profiles,Shared,Rapid City,reference_or_functional,false,profile-34-scene,"A compact Rapid City place vignette based on the profile’s sourced attraction: Nearby Mount Rushmore — the carved granite memorial in the Black Hills. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-35,,,Town profiles,Shared,Reno,reference_or_functional,false,profile-35-scene,"A compact Reno place vignette based on the profile’s sourced attraction: National Automobile Museum — historic cars and recreated street scenes. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-36,,,Town profiles,Shared,Sacramento,reference_or_functional,false,profile-36-scene,"A compact Sacramento place vignette based on the profile’s sourced attraction: California State Railroad Museum — locomotives and the story of western rail. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-37,,,Town profiles,Shared,Salt Lake City,reference_or_functional,false,profile-37-scene,"A compact Salt Lake City place vignette based on the profile’s sourced attraction: Natural History Museum of Utah — fossils and the landscapes of the Intermountain West. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-38,,,Town profiles,Shared,San Antonio,reference_or_functional,false,profile-38-scene,"A compact San Antonio place vignette based on the profile’s sourced attraction: San Antonio Missions — historic mission sites along the river. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-39,,,Town profiles,Shared,San Diego,reference_or_functional,false,profile-39-scene,"A compact San Diego place vignette based on the profile’s sourced attraction: Balboa Park — museums, gardens and Spanish Colonial Revival architecture. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-40,,,Town profiles,Shared,San Francisco,reference_or_functional,false,profile-40-scene,"A compact San Francisco place vignette based on the profile’s sourced attraction: The Presidio — a former military post turned national park site. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-41,,,Town profiles,Shared,Seattle,reference_or_functional,false,profile-41-scene,"A compact Seattle place vignette based on the profile’s sourced attraction: Pike Place Market — the waterfront public market. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-42,,,Town profiles,Shared,Sioux Falls,reference_or_functional,false,profile-42-scene,"A compact Sioux Falls place vignette based on the profile’s sourced attraction: Falls Park — the waterfalls of the Big Sioux River. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-43,,,Town profiles,Shared,South Bend,reference_or_functional,false,profile-43-scene,"A compact South Bend place vignette based on the profile’s sourced attraction: South Bend’s East Race Waterway is an urban whitewater course. The city announced it would be closed for upgrades in the 2026 season. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-44,,,Town profiles,Shared,Spokane,reference_or_functional,false,profile-44-scene,"A compact Spokane place vignette based on the profile’s sourced attraction: Riverfront Park — Spokane Falls and the former world’s fair grounds. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-45,,,Town profiles,Shared,"Springfield, IL",reference_or_functional,false,profile-45-scene,"A compact Springfield, IL place vignette based on the profile’s sourced attraction: Abraham Lincoln bought the Springfield house at Eighth and Jackson Streets in 1844 and left for D.C. in 1861. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-46,,,Town profiles,Shared,"Springfield, MO",reference_or_functional,false,profile-46-scene,"A compact Springfield, MO place vignette based on the profile’s sourced attraction: The name Route 66 was proposed from Springfield on April 30, 1926. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-47,,,Town profiles,Shared,St. Louis,reference_or_functional,false,profile-47-scene,"A compact St. Louis place vignette based on the profile’s sourced attraction: The Gateway Arch is 630 feet tall and equally wide at ground level. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-48,,,Town profiles,Shared,Toledo,reference_or_functional,false,profile-48-scene,"A compact Toledo place vignette based on the profile’s sourced attraction: Glass City Center stands in downtown Toledo, a short block from the Maumee River and about six miles from Lake Erie. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-49,,,Town profiles,Shared,Tucson,reference_or_functional,false,profile-49-scene,"A compact Tucson place vignette based on the profile’s sourced attraction: Saguaro National Park — giant cacti on both sides of Tucson. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-50,,,Town profiles,Shared,Tulsa,reference_or_functional,false,profile-50-scene,"A compact Tulsa place vignette based on the profile’s sourced attraction: Tulsa’s 11th Street bridge crossed the Arkansas River in 1917; it was renamed for Route 66 advocate Cyrus Avery in 2004. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
PROFILE-51,,,Town profiles,Shared,Waco,reference_or_functional,false,profile-51-scene,"A compact Waco place vignette based on the profile’s sourced attraction: Waco Mammoth National Monument preserves a nursery herd of Columbian mammoths, including females and young. Keep signs, maps, plaques and building lettering blank for overlays. Do not invent a disaster or closure.",0,needs_art_catalog_mapping
REPAIR-ALTERNATOR-A,REPAIR-ALTERNATOR,A,Breakdown and repair packages,Shared,,compatible_narrative,true,repair-alternator-a-scene,Traveler calls a mechanic beside the stopped van; a blank part quote and a small wallet lie by the exposed alternator.,0,needs_art_catalog_mapping
REPAIR-ALTERNATOR-B,REPAIR-ALTERNATOR,B,Breakdown and repair packages,Shared,,compatible_narrative,false,repair-alternator-b-scene,Failed alternator framed beneath the open hood; multiple unlettered cables lead from it toward the van’s devices.,0,needs_art_catalog_mapping
REPAIR-ALTERNATOR-C,REPAIR-ALTERNATOR,C,Breakdown and repair packages,Shared,,compatible_narrative,false,repair-alternator-c-scene,Travelers study the failed alternator beside a radio carrying an unseen fundraiser announcement; no invented dinner attendance.,0,needs_art_catalog_mapping
REPAIR-BATTERY-A,REPAIR-BATTERY,A,Breakdown and repair packages,Shared,,compatible_narrative,true,repair-battery-a-scene,Open hood above the dead battery; a traveler holds a blank notepad like an absurd performance appraisal. Do not show a fitted replacement yet.,0,needs_art_catalog_mapping
REPAIR-BATTERY-B,REPAIR-BATTERY,B,Breakdown and repair packages,Shared,,compatible_narrative,false,repair-battery-b-scene,"Dark dashboard, silent radio and a phone still playing a speech beside an open hood. All displays blank for overlays.",0,needs_art_catalog_mapping
REPAIR-BATTERY-C,REPAIR-BATTERY,C,Breakdown and repair packages,Shared,,compatible_narrative,false,repair-battery-c-scene,"Two clearly visible battery terminals beneath the van’s open hood, with a traveler glancing from them toward a blank radio.",0,needs_art_catalog_mapping
REPAIR-FUELPUMP-A,REPAIR-FUELPUMP,A,Breakdown and repair packages,Shared,,compatible_narrative,true,repair-fuelpump-a-scene,Stopped van with a fuel-pump diagram on a blank repair sheet; traveler points between the actual tank area and engine. No spilling fuel.,0,needs_art_catalog_mapping
REPAIR-FUELPUMP-B,REPAIR-FUELPUMP,B,Breakdown and repair packages,Shared,,compatible_narrative,false,repair-fuelpump-b-scene,"Traveler holds a blank pump quote beside the stopped van, with the empty tool position and closed wallet making the unresolved repair clear.",0,needs_art_catalog_mapping
REPAIR-FUELPUMP-C,REPAIR-FUELPUMP,C,Breakdown and repair packages,Shared,,compatible_narrative,false,repair-fuelpump-c-scene,"Traveler peers skeptically at the harmless tailpipe before returning to a blank fuel-system diagram; the van is safely stopped, with no leak or explosion.",0,needs_art_catalog_mapping
REPAIR-TIRE-A,REPAIR-TIRE,A,Breakdown and repair packages,Shared,,compatible_narrative,true,repair-tire-a-scene,Stopped van with a failed tire below a blank luxury political billboard. A strip of tread lies beneath the smiling suited figure.,0,needs_art_catalog_mapping
REPAIR-TIRE-B,REPAIR-TIRE,B,Breakdown and repair packages,Shared,,compatible_narrative,false,repair-tire-b-scene,"Traveler compares a blown tire with a blank quote on a phone; tire, wallet and waiting van form the scene.",0,needs_art_catalog_mapping
REPAIR-TIRE-C,REPAIR-TIRE,C,Breakdown and repair packages,Shared,,compatible_narrative,false,repair-tire-c-scene,Traveler points to the good side of the van’s visibly failed tire. The tire remains attached and the repair unresolved.,0,needs_art_catalog_mapping
SHOP-ALTERNATOR,,,Shop-item descriptions,Shared,alternator,reference_or_functional,false,shop-alternator-scene,"Clean inventory cutout of Alternator on a plain background, matching the game’s pixel-art inventory style. No purchase, installation or consumption is implied; labels and quantity are editable overlays.",0,needs_art_catalog_mapping
SHOP-BATTERY,,,Shop-item descriptions,Shared,battery,reference_or_functional,false,shop-battery-scene,"Clean inventory cutout of Battery on a plain background, matching the game’s pixel-art inventory style. No purchase, installation or consumption is implied; labels and quantity are editable overlays.",0,needs_art_catalog_mapping
SHOP-COATS,,,Shop-item descriptions,Shared,coats,reference_or_functional,false,shop-coats-scene,"Clean inventory cutout of Warm Coats on a plain background, matching the game’s pixel-art inventory style. No purchase, installation or consumption is implied; labels and quantity are editable overlays.",0,needs_art_catalog_mapping
SHOP-FUEL_PUMP,,,Shop-item descriptions,Shared,fuel_pump,reference_or_functional,false,shop-fuel_pump-scene,"Clean inventory cutout of Fuel Pump on a plain background, matching the game’s pixel-art inventory style. No purchase, installation or consumption is implied; labels and quantity are editable overlays.",0,needs_art_catalog_mapping
SHOP-LEGAL_FUND,,,Shop-item descriptions,Shared,legal_fund,reference_or_functional,false,shop-legal_fund-scene,"Clean inventory cutout of Legal Fund on a plain background, matching the game’s pixel-art inventory style. No purchase, installation or consumption is implied; labels and quantity are editable overlays.",0,needs_art_catalog_mapping
